genepop_2013.txt
L1, L2, L3, L4, L5, L6, L7, L8, L9, L10, L11, L12
Pop
OtsAC16NSNT_1006 ,  220222 138154 206230 000000 142142 240250 205241 296336 221229 000000 177197 000000
OtsAC16NSNT_1017 ,  220236 138154 182222 242246 142160 230266 205205 184252 205221 181235 177197 193237
OtsAC16NSNT_1029 ,  222236 138160 194222 218270 152164 222266 181269 292312 197299 189191 165189 197199
OtsAC16NSNT_1140 ,  220220 138154 194226 258266 134164 248256 225261 312344 213279 169235 165197 201227
OtsAC16NSNT_1149 ,  220220 138154 186234 242258 142168 244246 229229 188236 221229 181231 177177 201201
OtsAC16NSNT_1161 ,  222228 158160 218226 200242 152184 242248 217225 252410 233237 227235 165165 201201
OtsAC16NSNT_1184 ,  214220 154160 218222 270270 134160 244248 233269 312340 205233 191241 165193 193233
OtsAC16NSNT_1206 ,  220220 138138 186202 258278 146176 234278 229273 244336 197205 137203 177177 193233
OtsAC16NSNT_1216 ,  212220 134154 198226 262282 152164 234282 213237 352356 221225 181195 177189 199201
OtsAC16NSNT_1219 ,  220236 134160 190194 250262 134152 248266 213241 336392 221233 115157 177189 221237
OtsAC16NSNT_1232 ,  218220 134154 194198 242250 168184 222270 261269 280292 205237 161191 165177 201205
OtsAC16NSNT_1404 ,  206220 142154 218218 226258 134134 266288 253269 280336 209221 115181 177177 219233
OtsAC16NSNT_1442 ,  222236 138138 198226 242270 142152 214242 217233 280352 201205 137165 177213 201227
OtsAC16NSNT_1451 ,  206218 134156 198234 238242 168184 222282 237261 280316 237275 161247 165177 193201
OtsAC16NSNT_1503 ,  206236 138154 222230 242266 134152 242250 233277 276414 201221 191205 177193 203205
OtsAC16NSNT_1505 ,  206206 154154 234234 250258 164168 222270 237241 316352 275283 161247 177189 199205
OtsAC16NSNT_1526 ,  222236 138154 190194 242258 146172 250250 229273 380406 229233 135189 177177 201227
OtsAC16NSNT_1541 ,  220228 138154 182230 242254 138152 240250 233241 348352 193229 137181 165177 199203
OtsAC16NSNT_1621 ,  220236 138154 222230 262262 164164 172266 181241 188304 205237 115235 177177 193201
OtsAC16NSNT_1623 ,  206206 156166 186186 242270 164164 172242 233245 240344 229233 159253 177193 237237
OtsAC16NSNT_1637 ,  222236 138154 186190 270270 146172 234262 229273 336380 205229 135177 177189 201233
OtsAC16NSNT_1664 ,  220236 138160 206214 266286 146164 222248 181225 308320 209237 177181 177193 199233
OtsAC16NSNT_1672 ,  216228 138154 178222 238282 152164 250254 181205 296308 221237 191205 189193 199199
OtsAC17NSNT_2679 ,  220220 138138 194210 266278 160172 234262 209233 316336 193197 207215 165177 199203
OtsAC17NSNT_2680 ,  206236 138160 226230 262270 146146 244254 225277 188324 205229 177231 177197 201237
OtsAC17NSNT_2681 ,  220222 134154 170230 278282 142142 210248 233237 324360 221233 205207 189193 199199
OtsAC17NSNT_2682 ,  220228 142154 190218 238270 160164 244282 233233 336426 205221 191201 193217 237237
OtsAC17NSNT_2683 ,  220220 154154 218226 258278 152152 234266 229233 300312 221275 137191 165193 205219
OtsAC17NSNT_2685 ,  220222 134138 194210 278282 152172 262270 233281 316336 193197 207215 165177 203227
OtsAC17NSNT_2688 ,  212220 134162 190198 242282 164172 258274 213269 284308 205221 161169 161177 201201
OtsAC17NSNT_2689 ,  220222 138138 194210 234266 142160 262270 209281 316336 197221 163215 165177 203227
OtsAC17NSNT_2690 ,  206220 138166 186234 254274 152172 250250 241273 184336 193233 177193 165177 199233
OtsAC17NSNT_2692 ,  220228 134134 210218 238270 164164 266270 173257 328344 213229 181247 193193 199201
OtsAC17NSNT_2693 ,  228236 134154 182194 000000 146168 222270 237249 280312 209221 169169 177217 199207
OtsAC17NSNT_2702 ,  214228 154158 186202 242282 142184 266286 209217 252320 205221 137197 177177 201201
OtsAC17NSNT_2703 ,  220222 154154 218222 200258 138152 172266 229229 316316 193205 137161 165217 205237
OtsAC17NSNT_2706 ,  214226 134160 190198 246266 142160 240250 257261 308336 205233 137193 189189 201237
OtsAC17NSNT_2709 ,  222236 138166 202202 200282 142168 266282 213237 340340 205209 215251 193217 199233
OtsAC17NSNT_2711 ,  220222 138158 202222 238250 160164 244244 173249 316340 221279 177215 177189 201201
OtsAC17NSNT_2713 ,  220220 134134 194230 266278 142152 262270 233233 276316 193197 161207 165177 227233
OtsAC17NSNT_2715 ,  220228 138154 182230 242282 160164 234270 265281 184252 197205 201215 193213 199199
OtsAC17NSNT_2716 ,  222236 138154 178234 254258 138156 266270 173237 296320 221233 177181 165193 199201
OtsAC17NSNT_2717 ,  220228 154160 190222 266270 152164 230238 209261 312380 189213 161165 165177 233233
OtsAC17NSNT_2718 ,  218218 138138 202214 242286 138172 222262 205217 300304 205221 177189 177189 199199
